id,indexNumber,sourceUrl,slug,name,year,manufacturer,brand,cardNumber,cardType,hierarchy,tier,page,row,frontImage,backImage,hasFrontImage,hasBackImage,playerOdds,psaPopReport,ebaySoldListings
67,10067,https://jordan-vault.com/cards/67-1987-88-fleer-stickers-2-michael-jordan,1987-88-fleer-stickers-2-michael-jordan,1987-88 Fleer - Stickers #2 Michael Jordan,1987,Fleer,Fleer,#2,Insert,Tier 4-Page 10-Row 2,4,10,2,https://www.tcdb.com/Images/Cards/Basketball/2070/2070-618747RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2070/2070-618747RepBk.jpg,true,true,1 in 11,https://www.psacard.com/pop/basketball-cards/1987/fleer-sticker/37418,eBay Sold
68,10068,https://jordan-vault.com/cards/68-1987-88-fleer-59-michael-jordan,1987-88-fleer-59-michael-jordan,1987-88 Fleer #59 Michael Jordan,1987,Fleer,Fleer,#59,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/2069/2069-618672RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2069/2069-618672RepBk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1987/fleer/36775,eBay Sold
69,10069,https://jordan-vault.com/cards/69-1987-88-gigantes-de-la-nba-stickers-spain-32-michael-jordan,1987-88-gigantes-de-la-nba-stickers-spain-32-michael-jordan,1987-88 Gigantes de la NBA Stickers (Spain) #32 Michael Jordan,1987,Misc & Unlicensed,Misc & Unlicensed,#32,Other,,,,,,,false,false,,,
70,10070,https://jordan-vault.com/cards/70-1987-88-gigantes-de-la-nba-stickers-spain-33-michael-jordan,1987-88-gigantes-de-la-nba-stickers-spain-33-michael-jordan,1987-88 Gigantes de la NBA Stickers (Spain) #33 Michael Jordan,1987,Misc & Unlicensed,Misc & Unlicensed,#33,Other,,,,,,,false,false,,,
71,10071,https://jordan-vault.com/cards/71-1987-88-gigantes-de-la-nba-stickers-spain-34-michael-jordan,1987-88-gigantes-de-la-nba-stickers-spain-34-michael-jordan,1987-88 Gigantes de la NBA Stickers (Spain) #34 Michael Jordan,1987,Misc & Unlicensed,Misc & Unlicensed,#34,Other,,,,,,,false,false,,,
72,10072,https://jordan-vault.com/cards/72-1987-88-gigantes-de-la-nba-stickers-spain-35-michael-jordan,1987-88-gigantes-de-la-nba-stickers-spain-35-michael-jordan,1987-88 Gigantes de la NBA Stickers (Spain) #35 Michael Jordan,1987,Misc & Unlicensed,Misc & Unlicensed,#35,Other,,,,,,,false,false,,,
73,10073,https://jordan-vault.com/cards/73-1987-88-gigantes-de-la-nba-stickers-spain-36-michael-jordan,1987-88-gigantes-de-la-nba-stickers-spain-36-michael-jordan,1987-88 Gigantes de la NBA Stickers (Spain) #36 Michael Jordan,1987,Misc & Unlicensed,Misc & Unlicensed,#36,Other,,,,,,,false,false,,,
74,10074,https://jordan-vault.com/cards/74-1987-88-panini-spanish-stickers-4-michael-jordan,1987-88-panini-spanish-stickers-4-michael-jordan,1987-88 Panini Spanish Stickers #4 Michael Jordan,1987,Misc & Unlicensed,Panini Stickers,#4,Base,,,,,,,false,false,,https://www.psacard.com/pop/basketball-cards/1988/panini-spanish-sticker/43174,eBay Sold
75,10075,https://jordan-vault.com/cards/75-1988-fournier-nba-estrellas-stickers-nno-michael-jordan,1988-fournier-nba-estrellas-stickers-nno-michael-jordan,1988 Fournier NBA Estrellas - Stickers #NNO Michael Jordan,1988,Misc & Unlicensed,Misc & Unlicensed,#NNO,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/125550/125550-8451715RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/125550/125550-8451715RepBk.jpg,true,true,,,
76,10076,https://jordan-vault.com/cards/76-1988-fournier-nba-estrellas-22-michael-jordan,1988-fournier-nba-estrellas-22-michael-jordan,1988 Fournier NBA Estrellas #22 Michael Jordan,1988,Misc & Unlicensed,Misc & Unlicensed,#22,Box Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/112823/112823-7731249RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/112823/112823-7731249RepBk.jpg,true,true,,,
77,10077,https://jordan-vault.com/cards/77-1988-fournier-nba-estrellas-nno-michael-jordan,1988-fournier-nba-estrellas-nno-michael-jordan,1988 Fournier NBA Estrellas #NNO Michael Jordan,1988,Misc & Unlicensed,Misc & Unlicensed,#NNO,Box Set,,,,,https://www.tcdb.com/Images/Cards/Basketball/112823/112823-7731260RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/112823/112823-7731260RepBk.jpg,true,true,,,
78,10078,https://jordan-vault.com/cards/78-1988-kenner-starting-lineup-cards-nno-michael-jordan,1988-kenner-starting-lineup-cards-nno-michael-jordan,1988 Kenner Starting Lineup Cards #NNO Michael Jordan,1988,Misc & Unlicensed,Misc & Unlicensed,#NNO,Other,,,,,,,false,false,,,
79,10079,https://jordan-vault.com/cards/79-1988-panini-supersport-stickers-141-michael-jordan,1988-panini-supersport-stickers-141-michael-jordan,1988 Panini Supersport Stickers #141 Michael Jordan,1988,Misc & Unlicensed,Panini Stickers,#141,Base,,,,,,,false,false,,,eBay Sold
80,10080,https://jordan-vault.com/cards/80-1988-89-entenmann-s-chicago-bulls-nno-michael-jordan,1988-89-entenmann-s-chicago-bulls-nno-michael-jordan,1988-89 Entenmann's Chicago Bulls #NNO Michael Jordan,1988,Misc & Unlicensed,Misc & Unlicensed,#NNO,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/122060/122060-8275675RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/122060/122060-8275675Bk.jpg,true,true,,,
81,10081,https://jordan-vault.com/cards/81-1988-89-fleer-stickers-7-michael-jordan,1988-89-fleer-stickers-7-michael-jordan,1988-89 Fleer - Stickers #7 Michael Jordan,1988,Fleer,Fleer,#7,Insert,Tier 4-Page 08-Row 1,4,8,1,https://www.tcdb.com/Images/Cards/Basketball/2072/2072-7Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2072/2072-7Bk.jpg,true,true,1 in 11,https://www.psacard.com/pop/basketball-cards/1988/fleer-sticker/37414,eBay Sold
82,10082,https://jordan-vault.com/cards/82-1988-89-fleer-120-michael-jordan,1988-89-fleer-120-michael-jordan,1988-89 Fleer #120 Michael Jordan,1988,Fleer,Fleer,#120,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/2071/2071-120Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2071/2071-120Bk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1988/fleer/36762,eBay Sold
83,10083,https://jordan-vault.com/cards/83-1988-89-fleer-17-michael-jordan,1988-89-fleer-17-michael-jordan,1988-89 Fleer #17 Michael Jordan,1988,Fleer,Fleer,#17,Base,,,,,https://www.tcdb.com/Images/Cards/Basketball/2071/2071-618773RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/2071/2071-618773RepBk.jpg,true,true,,https://www.psacard.com/pop/basketball-cards/1988/fleer/36762,eBay Sold
84,10084,https://jordan-vault.com/cards/84-1988-89-panini-stickers-spanish-261-michael-jordan,1988-89-panini-stickers-spanish-261-michael-jordan,1988-89 Panini Stickers Spanish #261 Michael Jordan,1988,Misc & Unlicensed,Panini Stickers International,#261,International,,,,,https://www.tcdb.com/Images/Cards/Basketball/65781/65781-8097735Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/65781/65781-8097735Bk.jpg,true,true,,,eBay Sold
85,10085,https://jordan-vault.com/cards/85-1988-89-panini-stickers-spanish-285-michael-jordan,1988-89-panini-stickers-spanish-285-michael-jordan,1988-89 Panini Stickers Spanish #285 Michael Jordan,1988,Misc & Unlicensed,Panini Stickers International,#285,International,,,,,https://www.tcdb.com/Images/Cards/Basketball/65781/65781-8097759RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/65781/65781-8097759Bk.jpg,true,true,,,eBay Sold
86,10086,https://jordan-vault.com/cards/86-1988-89-panini-stickers-spanish-76-michael-jordan,1988-89-panini-stickers-spanish-76-michael-jordan,1988-89 Panini Stickers Spanish #76 Michael Jordan,1988,Misc & Unlicensed,Panini Stickers International,#76,International,,,,,https://www.tcdb.com/Images/Cards/Basketball/65781/65781-8097550RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/65781/65781-8097550Bk.jpg,true,true,,,eBay Sold
87,10087,https://jordan-vault.com/cards/87-1989-cao-muflon-yugoslavian-72-michael-jordan,1989-cao-muflon-yugoslavian-72-michael-jordan,1989 CAO Muflon Yugoslavian #72 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#72,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/124794/124794-8402480Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/124794/124794-8402480Bk.jpg,true,true,,,
88,10088,https://jordan-vault.com/cards/88-1989-chicle-nba-foil-gum-wrappers-nno-buck-williams-michael-jordan,1989-chicle-nba-foil-gum-wrappers-nno-buck-williams-michael-jordan,1989 Chicle NBA Foil Gum Wrappers #NNO Buck Williams / Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#NNO,Other,,,,,,https://www.tcdb.com/Images/Cards/Basketball/136820/136820-9266599Bk.jpg,false,true,,,
89,10089,https://jordan-vault.com/cards/89-1989-chicle-nba-foil-gum-wrappers-nno-michael-jordan,1989-chicle-nba-foil-gum-wrappers-nno-michael-jordan,1989 Chicle NBA Foil Gum Wrappers #NNO Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#NNO,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/136820/136820-9266591Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/136820/136820-9266591Bk.jpg,true,true,,,
90,10090,https://jordan-vault.com/cards/90-1989-chinese-chin-all-sport-playing-cards-stp-555-backs-q-michael-jordan-var-stp-555-back,1989-chinese-chin-all-sport-playing-cards-stp-555-backs-q-michael-jordan-var-stp-555-back,1989 Chinese Chin All Sport Playing Cards - STP 555 Backs #Q♠ Michael Jordan - Var: STP 555 back,1989,Misc & Unlicensed,Misc & Unlicensed,#Q♠,Other,,,,,,,false,false,,,
91,10091,https://jordan-vault.com/cards/91-1989-chinese-chin-all-sport-playing-cards-q-michael-jordan-var-boris-becker-back,1989-chinese-chin-all-sport-playing-cards-q-michael-jordan-var-boris-becker-back,1989 Chinese Chin All Sport Playing Cards #Q♠ Michael Jordan - Var: Boris Becker back,1989,Misc & Unlicensed,Misc & Unlicensed,#Q♠,Other,,,,,,,false,false,,,
92,10092,https://jordan-vault.com/cards/92-1989-collegiate-collection-north-carolina-s-finest-gold-edition-13-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-gold-edition-13-michael-jordan,1989 Collegiate Collection North Carolina's Finest - Gold Edition #13 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#13,Base Parallel,,,,,,,false,false,,,
93,10093,https://jordan-vault.com/cards/93-1989-collegiate-collection-north-carolina-s-finest-gold-edition-14-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-gold-edition-14-michael-jordan,1989 Collegiate Collection North Carolina's Finest - Gold Edition #14 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#14,Base Parallel,,,,,,,false,false,,,
94,10094,https://jordan-vault.com/cards/94-1989-collegiate-collection-north-carolina-s-finest-gold-edition-15-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-gold-edition-15-michael-jordan,1989 Collegiate Collection North Carolina's Finest - Gold Edition #15 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#15,Base Parallel,,,,,,,false,false,,,
95,10095,https://jordan-vault.com/cards/95-1989-collegiate-collection-north-carolina-s-finest-gold-edition-16-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-gold-edition-16-michael-jordan,1989 Collegiate Collection North Carolina's Finest - Gold Edition #16 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#16,Base Parallel,,,,,,,false,false,,,
96,10096,https://jordan-vault.com/cards/96-1989-collegiate-collection-north-carolina-s-finest-gold-edition-17-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-gold-edition-17-michael-jordan,1989 Collegiate Collection North Carolina's Finest - Gold Edition #17 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#17,Base Parallel,,,,,,,false,false,,,
97,10097,https://jordan-vault.com/cards/97-1989-collegiate-collection-north-carolina-s-finest-gold-edition-18-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-gold-edition-18-michael-jordan,1989 Collegiate Collection North Carolina's Finest - Gold Edition #18 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#18,Base Parallel,,,,,,,false,false,,,
98,10098,https://jordan-vault.com/cards/98-1989-collegiate-collection-north-carolina-s-finest-gold-edition-65-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-gold-edition-65-michael-jordan,1989 Collegiate Collection North Carolina's Finest - Gold Edition #65 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#65,Base Parallel,,,,,,,false,false,,,
99,10099,https://jordan-vault.com/cards/99-1989-collegiate-collection-north-carolina-s-finest-13-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-13-michael-jordan,1989 Collegiate Collection North Carolina's Finest #13 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#13,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482977Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482977Bk.jpg,true,true,,,
100,10100,https://jordan-vault.com/cards/100-1989-collegiate-collection-north-carolina-s-finest-14-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-14-michael-jordan,1989 Collegiate Collection North Carolina's Finest #14 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#14,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482978RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482978RepBk.jpg,true,true,,,
101,10101,https://jordan-vault.com/cards/101-1989-collegiate-collection-north-carolina-s-finest-15-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-15-michael-jordan,1989 Collegiate Collection North Carolina's Finest #15 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#15,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482979RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482979RepBk.jpg,true,true,,,
102,10102,https://jordan-vault.com/cards/102-1989-collegiate-collection-north-carolina-s-finest-16-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-16-michael-jordan,1989 Collegiate Collection North Carolina's Finest #16 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#16,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482980RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482980RepBk.jpg,true,true,,,
103,10103,https://jordan-vault.com/cards/103-1989-collegiate-collection-north-carolina-s-finest-17-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-17-michael-jordan,1989 Collegiate Collection North Carolina's Finest #17 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#17,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482981RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482981RepBk.jpg,true,true,,,
104,10104,https://jordan-vault.com/cards/104-1989-collegiate-collection-north-carolina-s-finest-18-michael-jordan-cor-r-mark-on-front,1989-collegiate-collection-north-carolina-s-finest-18-michael-jordan-cor-r-mark-on-front,1989 Collegiate Collection North Carolina's Finest #18 Michael Jordan - COR: R mark on front,1989,Misc & Unlicensed,Misc & Unlicensed,#18,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482982RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5482982RepBk.jpg,true,true,,,
105,10105,https://jordan-vault.com/cards/105-1989-collegiate-collection-north-carolina-s-finest-18-michael-jordan-err-no-r-mark-on-front,1989-collegiate-collection-north-carolina-s-finest-18-michael-jordan-err-no-r-mark-on-front,1989 Collegiate Collection North Carolina's Finest #18 Michael Jordan - ERR: No R mark on front,1989,Misc & Unlicensed,Misc & Unlicensed,#18,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-18067312Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-18067312Bk.jpg,true,true,,,
106,10106,https://jordan-vault.com/cards/106-1989-collegiate-collection-north-carolina-s-finest-65-michael-jordan,1989-collegiate-collection-north-carolina-s-finest-65-michael-jordan,1989 Collegiate Collection North Carolina's Finest #65 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#65,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5483029RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/75952/75952-5483029RepBk.jpg,true,true,,,
107,10107,https://jordan-vault.com/cards/107-1989-hobby-press-spain-100-gigantes-del-basket-mundial-stickers-stickers-large-size-1-michael-jordan,1989-hobby-press-spain-100-gigantes-del-basket-mundial-stickers-stickers-large-size-1-michael-jordan,1989 Hobby Press Spain 100 Gigantes del Basket Mundial Stickers - Stickers Large Size #1 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#1,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/157695/157695-10174677Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/157695/157695-10174677Bk.jpg,true,true,,,
108,10108,https://jordan-vault.com/cards/108-1989-hobby-press-spain-100-gigantes-del-basket-mundial-stickers-43-michael-jordan,1989-hobby-press-spain-100-gigantes-del-basket-mundial-stickers-43-michael-jordan,1989 Hobby Press Spain 100 Gigantes del Basket Mundial Stickers #43 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#43,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/150284/150284-9704652Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/150284/150284-9704652Bk.jpg,true,true,,,
109,10109,https://jordan-vault.com/cards/109-1989-kenner-starting-lineup-cards-one-on-one-nno-michael-jordan,1989-kenner-starting-lineup-cards-one-on-one-nno-michael-jordan,1989 Kenner Starting Lineup Cards One on One #NNO Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#NNO,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/122276/122276-8294624Fr.jpg,https://www.tcdb.com/Images/Cards/Basketball/122276/122276-8294624RepBk.jpg,true,true,,,
110,10110,https://jordan-vault.com/cards/110-1989-kos-jez-yugoslavian-stickers-123-michael-jordan-dressed-in-a-suit-posed-with-jez-logo,1989-kos-jez-yugoslavian-stickers-123-michael-jordan-dressed-in-a-suit-posed-with-jez-logo,"1989 KOS/JEZ Yugoslavian Stickers #123 Michael Jordan - dressed in a suit, posed with JEZ logo",1989,Misc & Unlicensed,Misc & Unlicensed,#123,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/140125/140125-9260487Fr.jpg,,true,false,,,
111,10111,https://jordan-vault.com/cards/111-1989-kos-jez-yugoslavian-stickers-124-michael-jordan,1989-kos-jez-yugoslavian-stickers-124-michael-jordan,1989 KOS/JEZ Yugoslavian Stickers #124 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#124,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/140125/140125-9260488RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/140125/140125-9260488Bk.jpg,true,true,,,
112,10112,https://jordan-vault.com/cards/112-1989-kos-jez-yugoslavian-stickers-125-michael-jordan,1989-kos-jez-yugoslavian-stickers-125-michael-jordan,1989 KOS/JEZ Yugoslavian Stickers #125 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#125,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/140125/140125-9260489Fr.jpg,,true,false,,,
113,10113,https://jordan-vault.com/cards/113-1989-kos-jez-yugoslavian-stickers-126-michael-jordan,1989-kos-jez-yugoslavian-stickers-126-michael-jordan,1989 KOS/JEZ Yugoslavian Stickers #126 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#126,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/140125/140125-9260490RepFr.jpg,,true,false,,,
114,10114,https://jordan-vault.com/cards/114-1989-kos-jez-yugoslavian-stickers-127-michael-jordan,1989-kos-jez-yugoslavian-stickers-127-michael-jordan,1989 KOS/JEZ Yugoslavian Stickers #127 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#127,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/140125/140125-9260491Fr.jpg,,true,false,,,
115,10115,https://jordan-vault.com/cards/115-1989-kos-jez-yugoslavian-stickers-128-michael-jordan,1989-kos-jez-yugoslavian-stickers-128-michael-jordan,1989 KOS/JEZ Yugoslavian Stickers #128 Michael Jordan,1989,Misc & Unlicensed,Misc & Unlicensed,#128,Other,,,,,https://www.tcdb.com/Images/Cards/Basketball/140125/140125-9260492RepFr.jpg,https://www.tcdb.com/Images/Cards/Basketball/140125/140125-9260492Bk.jpg,true,true,,,
